accession	trait	soma_target	gene_token	full_pvalue
GCST90241146	Fatty acid-binding protein, epidermal levels (FABP5.4985.11.1)	FABP5.4985.11.1	FABP5	True
GCST90241147	Fatty acid-binding protein, heart levels (FABP3.4696.2.2)	FABP3.4696.2.2	FABP3	True
GCST90241148	Fatty acid-binding protein, liver levels (FABP1.11516.7.3)	FABP1.11516.7.3	FABP1	True
GCST90241149	Fatty-acid amide hydrolase 2 levels (FAAH2.8396.42.3)	FAAH2.8396.42.3	FAAH2	True
GCST90241150	Fc receptor-like protein 1 levels (FCRL1.5728.60.3)	FCRL1.5728.60.3	FCRL1	True
GCST90241151	Fc receptor-like protein 2 levels (FCRL2.7951.146.3)	FCRL2.7951.146.3	FCRL2	True
GCST90241152	Fc receptor-like protein 3 levels (FCRL3.4440.15.2)	FCRL3.4440.15.2	FCRL3	True
GCST90241153	Fc receptor-like protein 4 levels (FCRL4.8973.23.3)	FCRL4.8973.23.3	FCRL4	True
GCST90241154	Fc receptor-like protein 5 levels (FCRL5.6103.70.3)	FCRL5.6103.70.3	FCRL5	True
GCST90241155	Fc receptor-like protein 6 levels (FCRL6.6617.12.3)	FCRL6.6617.12.3	FCRL6	True
GCST90241156	Feline leukemia virus subgroup C receptor-related protein 1 levels (FLVCR1.9073.35.3)	FLVCR1.9073.35.3	FLVCR1	True
GCST90241157	Ferritin levels (FTH1.FTL.3031.66.1)	FTH1.FTL.3031.66.1	FTH1	True
GCST90241158	Ferritin levels (FTH1.FTL.5934.1.3)	FTH1.FTL.5934.1.3	FTH1	True
GCST90241159	Fetal and adult testis-expressed transcript protein levels (FATE1.7740.33.3)	FATE1.7740.33.3	FATE1	True
GCST90241160	Fibrinogen C domain-containing protein 1 levels (FIBCD1.9378.6.3)	FIBCD1.9378.6.3	FIBCD1	True
GCST90241161	Fibroblast growth factor 1 levels (FGF1.3486.58.2)	FGF1.3486.58.2	FGF1	True
GCST90241162	Fibroblast growth factor 10 levels (FGF10.2441.2.4)	FGF10.2441.2.4	FGF10	True
GCST90241163	Fibroblast growth factor 16 levels (FGF16.13725.3.3)	FGF16.13725.3.3	FGF16	True
GCST90241164	Fibroblast growth factor 16 levels (FGF16.4393.3.1)	FGF16.4393.3.1	FGF16	True
GCST90241165	Fibroblast growth factor 19 levels (FGF19.2762.30.2)	FGF19.2762.30.2	FGF19	True
GCST90241166	Fibroblast growth factor 20 levels (FGF20.2763.66.2)	FGF20.2763.66.2	FGF20	True
GCST90241167	Fibroblast growth factor 23 levels (FGF23.3807.1.2)	FGF23.3807.1.2	FGF23	True
GCST90241168	Fibroblast growth factor 4 levels (FGF4.4123.60.2)	FGF4.4123.60.2	FGF4	True
GCST90241169	Fibroblast growth factor 5 levels (FGF5.3065.65.1)	FGF5.3065.65.1	FGF5	True
GCST90241170	Fibroblast growth factor 6 levels (FGF6.4130.71.1)	FGF6.4130.71.1	FGF6	True
GCST90241171	Fibroblast growth factor 7 levels (FGF7.14031.18.3)	FGF7.14031.18.3	FGF7	True
GCST90241172	Fibroblast growth factor 7 levels (FGF7.4487.1.1)	FGF7.4487.1.1	FGF7	True
GCST90241173	Fibroblast growth factor 8 isoform A levels (FGF8.4394.71.2)	FGF8.4394.71.2	FGF8	True
GCST90241174	Fibroblast growth factor 8 isoform B levels (FGF8.2443.10.4)	FGF8.2443.10.4	FGF8	True
GCST90241175	Fibroblast growth factor 9 levels (FGF9.2764.20.2)	FGF9.2764.20.2	FGF9	True
GCST90241176	Fibroblast growth factor receptor 2 levels (FGFR2.3808.76.2)	FGFR2.3808.76.2	FGFR2	True
GCST90241177	Fibroblast growth factor receptor 3 levels (FGFR3.13669.6.3)	FGFR3.13669.6.3	FGFR3	True
GCST90241178	Fibroblast growth factor receptor 3 levels (FGFR3.3809.1.2)	FGFR3.3809.1.2	FGFR3	True
GCST90241179	Fibroblast growth factor receptor 4 levels (FGFR4.4988.49.2)	FGFR4.4988.49.2	FGFR4	True
GCST90241180	Fibronectin levels (FN1.3435.53.2)	FN1.3435.53.2	FN1	True
GCST90241181	Fibronectin type III domain-containing protein 4 levels (FNDC4.13451.2.3)	FNDC4.13451.2.3	FNDC4	True
GCST90241182	Fibronectin type III domain-containing protein 5 levels (FNDC5.8041.5.3)	FNDC5.8041.5.3	FNDC5	True
GCST90241183	Fibulin-1 levels (FBLN1.6470.19.3)	FBLN1.6470.19.3	FBLN1	True
GCST90241184	Ficolin-1 levels (FCN1.3613.62.5)	FCN1.3613.62.5	FCN1	True
GCST90241185	Ficolin-2 levels (FCN2.3313.21.2)	FCN2.3313.21.2	FCN2	True
GCST90241186	Filamin-A levels (FLNA.11124.9.3)	FLNA.11124.9.3	FLNA	True
GCST90241187	Filamin-A levels (FLNA.11170.9.3)	FLNA.11170.9.3	FLNA	True
GCST90241188	Filamin-A levels (FLNA.12906.137.3)	FLNA.12906.137.3	FLNA	True
GCST90241189	Filamin-A levels (FLNA.11108.16.3)	FLNA.11108.16.3	FLNA	True
GCST90241190	Flap endonuclease 1 levels (FEN1.12577.100.3)	FEN1.12577.100.3	FEN1	True
GCST90241191	Fms-related tyrosine kinase 3 ligand levels (FLT3LG.14093.10.3)	FLT3LG.14093.10.3	FLT3LG	True
GCST90241192	Fms-related tyrosine kinase 3 ligand levels (FLT3LG.3053.49.2)	FLT3LG.3053.49.2	FLT3LG	True
GCST90241193	Follicle stimulating hormone levels (CGA.FSHB.3032.11.2)	CGA.FSHB.3032.11.2	CGA	True
GCST90241194	Follistatin levels (FST.4132.27.2)	FST.4132.27.2	FST	True
GCST90241195	Follistatin-related protein 1 levels (FSTL1.13112.179.3)	FSTL1.13112.179.3	FSTL1	True
GCST90241196	Follistatin-related protein 1 levels (FSTL1.9304.27.3)	FSTL1.9304.27.3	FSTL1	True
GCST90241197	Follistatin-related protein 3 levels (FSTL3.3438.10.2)	FSTL3.3438.10.2	FSTL3	True
GCST90241198	Follistatin-related protein 4 levels (FSTL4.9350.3.3)	FSTL4.9350.3.3	FSTL4	True
GCST90241199	Follistatin-related protein 5 levels (FSTL5.7099.33.3)	FSTL5.7099.33.3	FSTL5	True
GCST90241200	Forkhead box protein C2 levels (FOXC2.14051.54.3)	FOXC2.14051.54.3	FOXC2	True
GCST90241201	Forkhead box protein J2 levels (FOXJ2.14204.55.3)	FOXJ2.14204.55.3	FOXJ2	True
GCST90241202	Forkhead box protein L2 levels (FOXL2.11375.49.3)	FOXL2.11375.49.3	FOXL2	True
GCST90241203	Four-jointed box protein 1 levels (FJX1.7921.65.3)	FJX1.7921.65.3	FJX1	True
GCST90241204	Fractalkine levels (CX3CL1.2827.23.2)	CX3CL1.2827.23.2	CX3CL1	True
GCST90241205	Fragile X mental retardation syndrome-related protein 1 levels (FXR1.13076.4.3)	FXR1.13076.4.3	FXR1	True
GCST90241206	Fructose-1,6-bisphosphatase 1 levels (FBP1.7206.20.3)	FBP1.7206.20.3	FBP1	True
GCST90241207	Fructose-1,6-bisphosphatase isozyme 2 levels (FBP2.9867.23.3)	FBP2.9867.23.3	FBP2	True
GCST90241208	Fructose-2,6-bisphosphatase TIGAR levels (TIGAR.12476.50.3)	TIGAR.12476.50.3	TIGAR	True
GCST90241209	Fructose-bisphosphate aldolase A levels (ALDOA.5864.10.3)	ALDOA.5864.10.3	ALDOA	True
GCST90241210	Fructose-bisphosphate aldolase C levels (ALDOC.9876.20.3)	ALDOC.9876.20.3	ALDOC	True
GCST90241211	Fumarylacetoacetase levels (FAH.11424.4.3)	FAH.11424.4.3	FAH	True
GCST90241212	Furin levels (FURIN.6276.16.3)	FURIN.6276.16.3	FURIN	True
GCST90241213	G-protein coupled receptor 26 levels (GPR26.13540.1.3)	GPR26.13540.1.3	GPR26	True
GCST90241214	G0/G1 switch protein 2 levels (G0S2.8931.124.3)	G0S2.8931.124.3	G0S2	True
GCST90241215	G2/mitotic-specific cyclin-B1 levels (CCNB1.5347.59.3)	CCNB1.5347.59.3	CCNB1	True
GCST90241216	Galactoside 3(4)-L-fucosyltransferase levels (FUT3.4548.4.2)	4	4	True
GCST90241217	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3 levels (B3GAT3.6897.38.3)	B3GAT3.6897.38.3	B3GAT3	True
GCST90241218	Galanin peptides levels (GAL.13389.8.3)	GAL.13389.8.3	GAL	True
GCST90241219	Galanin-like peptide levels (GALP.9398.30.3)	GALP.9398.30.3	GALP	True
GCST90241220	Galectin-1 levels (LGALS1.8046.9.3)	LGALS1.8046.9.3	LGALS1	True
GCST90241221	Galectin-10 levels (CLC.11094.104.3)	CLC.11094.104.3	CLC	True
GCST90241222	Galectin-2 levels (LGALS2.3033.57.1)	LGALS2.3033.57.1	LGALS2	True
GCST90241223	Galectin-4 levels (LGALS4.2982.82.2)	LGALS4.2982.82.2	LGALS4	True
GCST90241224	Galectin-7 levels (LGALS7.9196.8.3)	LGALS7.9196.8.3	LGALS7	True
GCST90241225	Galectin-7 levels (LGALS7.9400.40.3)	LGALS7.9400.40.3	LGALS7	True
GCST90241226	Galectin-8 levels (LGALS8.4909.68.1)	LGALS8.4909.68.1	LGALS8	True
GCST90241227	Galectin-9 levels (LGALS9.9197.4.3)	LGALS9.9197.4.3	LGALS9	True
GCST90241228	Gamma-aminobutyric acid receptor-associated protein-like 1 levels (GABARAPL1.12661.44.3)	GABARAPL1.12661.44.3	GABARAPL1	True
GCST90241229	Gamma-aminobutyric acid receptor-associated protein-like 2 levels (GABARAPL2.12494.99.3)	GABARAPL2.12494.99.3	GABARAPL2	True
GCST90241230	Gamma-aminobutyric acid type B receptor subunit 2 levels (GABBR2.13948.50.3)	GABBR2.13948.50.3	GABBR2	True
GCST90241231	Gamma-aminobutyric acid type B receptor subunit 2 levels (GABBR2.9930.48.3)	GABBR2.9930.48.3	GABBR2	True
GCST90241232	Gamma-crystallin D levels (CRYGD.12366.16.3)	CRYGD.12366.16.3	CRYGD	True
GCST90241233	Gamma-enolase levels (ENO2.11083.23.3)	ENO2.11083.23.3	ENO2	True
GCST90241234	Gamma-enolase levels (ENO2.10339.48.3)	ENO2.10339.48.3	ENO2	True
GCST90241235	Gamma-glutamyl hydrolase levels (GGH.9370.69.3)	GGH.9370.69.3	GGH	True
GCST90241236	Gamma-interferon-inducible protein 16 levels (IFI16.12893.159.3)	IFI16.12893.159.3	IFI16	True
GCST90241237	Gamma-interferon-inducible protein 16 levels (IFI16.13940.19.3)	IFI16.13940.19.3	IFI16	True
GCST90241238	Gap junction alpha-1 protein levels (GJA1.9937.7.3)	GJA1.9937.7.3	GJA1	True
GCST90241239	Gap junction alpha-8 protein levels (GJA8.12711.19.3)	GJA8.12711.19.3	GJA8	True
GCST90241240	Gap junction delta-2 protein levels (GJD2.11678.105.3)	GJD2.11678.105.3	GJD2	True
GCST90241241	Gastric triacylglycerol lipase levels (LIPF.9353.8.3)	LIPF.9353.8.3	LIPF	True
GCST90241242	Gastrin-releasing peptide levels (GRP.8339.72.3)	GRP.8339.72.3	GRP	True
GCST90241243	Gastrin-releasing peptide levels (GRP.5897.58.3)	GRP.5897.58.3	GRP	True
GCST90241244	Gastrin-releasing peptide levels (GRP.8400.74.3)	GRP.8400.74.3	GRP	True
GCST90241245	GDH/6PGL endoplasmic bifunctional protein levels (H6PD.7161.25.3)	H6PD.7161.25.3	H6PD	True
GCST90241246	GDNF family receptor alpha-1 levels (GFRA1.3314.74.2)	GFRA1.3314.74.2	GFRA1	True
GCST90241247	GDNF family receptor alpha-2 levels (GFRA2.2515.14.3)	GFRA2.2515.14.3	GFRA2	True
GCST90241248	GDNF family receptor alpha-3 levels (GFRA3.2505.49.3)	GFRA3.2505.49.3	GFRA3	True
GCST90241249	GDNF family receptor alpha-like levels (GFRAL.6920.1.3)	GFRAL.6920.1.3	GFRAL	True
GCST90241250	GDP-fucose protein O-fucosyltransferase 1 levels (POFUT1.5634.39.3)	POFUT1.5634.39.3	POFUT1	True
GCST90241251	GDP-fucose protein O-fucosyltransferase 2 levels (POFUT2.6042.52.3)	POFUT2.6042.52.3	POFUT2	True
GCST90242817	Signal transducer and activator of transcription 1-alpha/beta levels (STAT1.10370.21.3)	STAT1.10370.21.3	STAT1	True
GCST90242818	Signal transducer and activator of transcription 3 levels (STAT3.10346.5.3)	STAT3.10346.5.3	STAT3	True
GCST90242819	Signal transducer and activator of transcription 6 levels (STAT6.10372.18.3)	STAT6.10372.18.3	STAT6	True
GCST90242820	Signal-regulatory protein beta-1 levels (SIRPB1.6247.9.3)	SIRPB1.6247.9.3	SIRPB1	True
GCST90242821	Signal-regulatory protein beta-2 levels (SIRPB2.5669.26.3)	SIRPB2.5669.26.3	SIRPB2	True
GCST90242822	Signal-regulatory protein gamma levels (SIRPG.9241.40.3)	SIRPG.9241.40.3	SIRPG	True
GCST90242823	Signal-transducing adaptor protein 1 levels (STAP1.12510.3.3)	STAP1.12510.3.3	STAP1	True
GCST90242761	Serine protease HTRA2, mitochondrial levels (HTRA2.3317.33.1)	HTRA2.3317.33.1	HTRA2	True
GCST90242762	Serine protease inhibitor Kazal-type 13 levels (SPINK13.10624.45.3)	SPINK13.10624.45.3	SPINK13	True
GCST90242763	Serine protease inhibitor Kazal-type 2 levels (SPINK2.13405.61.3)	SPINK2.13405.61.3	SPINK2	True
GCST90242764	Serine protease inhibitor Kazal-type 5 levels (SPINK5.8028.22.3)	SPINK5.8028.22.3	SPINK5	True
GCST90242765	Serine protease inhibitor Kazal-type 6 levels (SPINK6.5731.1.3)	SPINK6.5731.1.3	SPINK6	True
GCST90242766	Serine protease inhibitor Kazal-type 8 levels (SPINK8.7962.11.3)	SPINK8.7962.11.3	SPINK8	True
GCST90242767	Serine protease inhibitor Kazal-type 9 levels (SPINK9.8042.88.3)	SPINK9.8042.88.3	SPINK9	True
GCST90242768	Serine--tRNA ligase, mitochondrial levels (SARS2.12348.46.3)	SARS2.12348.46.3	SARS2	True
GCST90242769	Serine-rich single-pass membrane protein 1 levels (SSMEM1.8298.8.3)	SSMEM1.8298.8.3	SSMEM1	True
GCST90242770	Serine/arginine-rich splicing factor 6 levels (SRSF6.11573.3.3)	SRSF6.11573.3.3	SRSF6	True
GCST90242771	Serine/arginine-rich splicing factor 7 levels (SRSF7.12987.12.3)	SRSF7.12987.12.3	SRSF7	True
GCST90242772	Serine/threonine-protein kinase 16 levels (STK16.3471.49.1)	STK16.3471.49.1	STK16	True
GCST90242773	Serine/threonine-protein kinase 17B levels (STK17B.5249.31.3)	STK17B.5249.31.3	STK17B	True
GCST90242774	Serine/threonine-protein kinase BRSK2 levels (BRSK2.9790.28.3)	BRSK2.9790.28.3	BRSK2	True
GCST90242775	Serine/threonine-protein kinase Chk1 levels (CHEK1.2853.68.2)	CHEK1.2853.68.2	CHEK1	True
GCST90242776	Serine/threonine-protein kinase DCLK3 levels (DCLK3.7826.1.3)	DCLK3.7826.1.3	DCLK3	True
GCST90242777	Serine/threonine-protein kinase MRCK alpha levels (CDC42BPA.12706.2.3)	CDC42BPA.12706.2.3	CDC42BPA	True
GCST90242778	Serine/threonine-protein kinase MRCK beta levels (CDC42BPB.3629.60.4)	CDC42BPB.3629.60.4	CDC42BPB	True
GCST90242779	Serine/threonine-protein kinase PAK 3 levels (PAK3.3387.1.2)	PAK3.3387.1.2	PAK3	True
GCST90242780	Serine/threonine-protein kinase PAK 4 levels (PAK4.13719.19.3)	PAK4.13719.19.3	PAK4	True
GCST90242781	Serine/threonine-protein kinase PAK 7 levels (PAK7.3388.58.2)	PAK7.3388.58.2	PAK7	True
GCST90242782	Serine/threonine-protein kinase pim-1 levels (PIM1.5359.65.3)	PIM1.5359.65.3	PIM1	True
GCST90242783	Serine/threonine-protein kinase PLK1 levels (PLK1.3394.81.2)	PLK1.3394.81.2	PLK1	True
GCST90242784	Serine/threonine-protein kinase receptor R3 levels (ACVRL1.2969.11.1)	ACVRL1.2969.11.1	ACVRL1	True
GCST90242785	Serine/threonine-protein kinase TBK1 levels (TBK1.3400.49.2)	TBK1.3400.49.2	TBK1	True
GCST90242786	Serine/threonine-protein kinase ULK3 levels (ULK3.12437.18.3)	ULK3.12437.18.3	ULK3	True
GCST90242787	Serine/threonine-protein kinase VRK1 levels (VRK1.12553.5.3)	VRK1.12553.5.3	VRK1	True
GCST90242788	Serine/threonine-protein kinase WNK3 levels (WNK3.5493.17.3)	WNK3.5493.17.3	WNK3	True
GCST90242789	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform levels (PPP2R1A.12621.55.3)	PPP2R1A.12621.55.3	PPP2R1A	True
GCST90242790	Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha levels (PPP2R3A.13665.35.3)	PPP2R3A.13665.35.3	PPP2R3A	True
GCST90242791	Serotransferrin levels (TF.4162.54.2)	TF.4162.54.2	TF	True
GCST90242792	Serpin A12 levels (SERPINA12.6551.94.3)	SERPINA12.6551.94.3	SERPINA12	True
GCST90242793	Serpin A9 levels (SERPINA9.7266.4.3)	SERPINA9.7266.4.3	SERPINA9	True
GCST90242794	Serpin I2 levels (SERPINI2.7117.21.3)	SERPINI2.7117.21.3	SERPINI2	True
GCST90242795	Serum amyloid A-1 protein levels (SAA1.4336.2.1)	SAA1.4336.2.1	SAA1	True
GCST90242796	Serum amyloid P-component levels (APCS.2474.54.5)	APCS.2474.54.5	APCS	True
GCST90242797	Set1/Ash2 histone methyltransferase complex subunit ASH2 levels (ASH2L.12832.10.3)	ASH2L.12832.10.3	ASH2L	True
GCST90242798	SH2 domain-containing protein 1A levels (SH2D1A.4567.82.2)	SH2D1A.4567.82.2	SH2D1A	True
GCST90242799	SH3 domain-binding protein 2 levels (SH3BP2.7769.29.3)	SH3BP2.7769.29.3	SH3BP2	True
GCST90242800	SHC-transforming protein 1 levels (SHC1.5272.55.2)	SHC1.5272.55.2	SHC1	True
GCST90242801	SHC-transforming protein 2 levels (SHC2.14074.2.3)	SHC2.14074.2.3	SHC2	True
GCST90242802	SHC-transforming protein 4 levels (SHC4.11692.21.3)	SHC4.11692.21.3	SHC4	True
GCST90242803	Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase levels (ST8SIA3.6929.10.3)	ST8SIA3.6929.10.3	ST8SIA3	True
GCST90242804	Sialate O-acetylesterase levels (SIAE.9263.57.3)	SIAE.9263.57.3	SIAE	True
GCST90242805	Sialic acid-binding Ig-like lectin 10 levels (SIGLEC10.6048.4.3)	SIGLEC10.6048.4.3	SIGLEC10	True
GCST90242806	Sialic acid-binding Ig-like lectin 11 levels (SIGLEC11.8913.22.3)	SIGLEC11.8913.22.3	SIGLEC11	True
GCST90242807	Sialic acid-binding Ig-like lectin 12 levels (SIGLEC12.8352.26.3)	SIGLEC12.8352.26.3	SIGLEC12	True
GCST90242808	Sialic acid-binding Ig-like lectin 12 levels (SIGLEC12.10037.98.3)	SIGLEC12.10037.98.3	SIGLEC12	True
GCST90242809	Sialic acid-binding Ig-like lectin 14 levels (SIGLEC14.8248.222.3)	SIGLEC14.8248.222.3	SIGLEC14	True
GCST90242810	Sialic acid-binding Ig-like lectin 14 levels (SIGLEC14.5125.6.3)	SIGLEC14.5125.6.3	SIGLEC14	True
GCST90242811	Sialic acid-binding Ig-like lectin 7 levels (SIGLEC7.2742.68.2)	SIGLEC7.2742.68.2	SIGLEC7	True
GCST90242812	Sialic acid-binding Ig-like lectin 8 levels (SIGLEC8.7864.3.3)	SIGLEC8.7864.3.3	SIGLEC8	True
GCST90242813	Sialic acid-binding Ig-like lectin 9 levels (SIGLEC9.3007.7.2)	SIGLEC9.3007.7.2	SIGLEC9	True
GCST90242814	Signal peptidase complex catalytic subunit SEC11C levels (SEC11C.10658.28.3)	SEC11C.10658.28.3	SEC11C	True
GCST90242815	Signal peptide, CUB and EGF-like domain-containing protein 1 levels (SCUBE1.8989.40.3)	SCUBE1.8989.40.3	SCUBE1	True
GCST90242816	Signal transducer and activator of transcription 1-alpha/beta levels (STAT1.12351.25.3)	STAT1.12351.25.3	STAT1	True
GCST90242824	Signaling lymphocytic activation molecule levels (SLAMF1.7953.20.3)	SLAMF1.7953.20.3	SLAMF1	True
GCST90242825	Signaling threshold-regulating transmembrane adapter 1 levels (SIT1.11194.6.3)	SIT1.11194.6.3	SIT1	True
GCST90242826	Single Ig IL-1-related receptor levels (SIGIRR.8326.63.3)	SIGIRR.8326.63.3	SIGIRR	True
GCST90242827	Single-pass membrane and coiled-coil domain-containing protein 2 levels (SMCO2.7925.18.3)	SMCO2.7925.18.3	SMCO2	True
GCST90242828	Ski-like protein levels (SKIL.14670.1.3)	SKIL.14670.1.3	SKIL	True
GCST90242829	SLAM family member 5 levels (CD84.8770.136.3)	CD84.8770.136.3	CD84	True
GCST90241252	GDP-L-fucose synthase levels (TSTA3.12657.2.3)	TSTA3.12657.2.3	TSTA3	True
GCST90241253	General transcription factor II-I levels (GTF2I.13609.11.3)	GTF2I.13609.11.3	GTF2I	True
GCST90241254	GH3 domain-containing protein levels (GHDC.9730.22.3)	GHDC.9730.22.3	GHDC	True
GCST90241255	Gigaxonin levels (GAN.10054.3.3)	GAN.10054.3.3	GAN	True
GCST90241256	Glia maturation factor gamma levels (GMFG.13062.4.3)	GMFG.13062.4.3	GMFG	True
GCST90241257	Glia-derived nexin levels (SERPINE2.3217.74.2)	SERPINE2.3217.74.2	SERPINE2	True
GCST90241258	Glial cell line-derived neurotrophic factor levels (GDNF.5822.22.3)	GDNF.5822.22.3	GDNF	True
GCST90241259	Glial fibrillary acidic protein levels (GFAP.3034.1.2)	GFAP.3034.1.2	GFAP	True
GCST90241260	Glioma pathogenesis-related protein 1 levels (GLIPR1.9265.10.3)	GLIPR1.9265.10.3	GLIPR1	True
GCST90241261	Glucagon levels (GCG.4891.50.1)	GCG.4891.50.1	GCG	True
GCST90241262	Glucagon-like peptide 1 receptor levels (GLP1R.13085.18.3)	GLP1R.13085.18.3	GLP1R	True
GCST90241263	Glucocorticoid modulatory element-binding protein 2 levels (GMEB2.12804.5.3)	GMEB2.12804.5.3	GMEB2	True
GCST90241264	Glucocorticoid receptor levels (NR3C1.2857.70.2)	NR3C1.2857.70.2	NR3C1	True
GCST90241265	Glucokinase levels (GCK.12960.9.3)	GCK.12960.9.3	GCK	True
GCST90241266	Glucokinase regulatory protein levels (GCKR.5223.59.3)	GCKR.5223.59.3	GCKR	True
GCST90241267	Glucosamine 6-phosphate N-acetyltransferase levels (GNPNAT1.13954.9.3)	GNPNAT1.13954.9.3	GNPNAT1	True
GCST90241268	Glucosamine-6-phosphate isomerase 1 levels (GNPDA1.8909.77.3)	GNPDA1.8909.77.3	GNPDA1	True
GCST90241269	Glucose-6-phosphate isomerase levels (GPI.4272.46.2)	GPI.4272.46.2	GPI	True
GCST90241270	Glucosidase 2 subunit beta levels (PRKCSH.5687.5.3)	PRKCSH.5687.5.3	PRKCSH	True
GCST90241271	Glucoside xylosyltransferase 1 levels (GXYLT1.8229.1.3)	GXYLT1.8229.1.3	GXYLT1	True
GCST90241272	Glutamate carboxypeptidase 2 levels (FOLH1.3218.8.2)	FOLH1.3218.8.2	FOLH1	True
GCST90241273	Glutamate carboxypeptidase 2 levels (FOLH1.5478.50.2)	FOLH1.5478.50.2	FOLH1	True
GCST90241274	Glutamate receptor 4 levels (GRIA4.10760.107.3)	GRIA4.10760.107.3	GRIA4	True
GCST90241275	Glutamate receptor ionotropic, delta-2 levels (GRID2.12758.47.3)	GRID2.12758.47.3	GRID2	True
GCST90241276	Glutaminyl-peptide cyclotransferase levels (QPCT.7849.3.3)	QPCT.7849.3.3	QPCT	True
GCST90241277	Glutaminyl-peptide cyclotransferase-like protein levels (QPCTL.8866.53.3)	QPCTL.8866.53.3	QPCTL	True
GCST90241278	Glutaredoxin-2, mitochondrial levels (GLRX2.12486.8.3)	GLRX2.12486.8.3	GLRX2	True
GCST90241279	Glutaredoxin-like protein C5orf63 levels (C5orf63.13378.80.3)	C5orf63.13378.80.3	C5orf63	True
GCST90241280	Glutathione peroxidase 7 levels (GPX7.8345.27.3)	GPX7.8345.27.3	GPX7	True
GCST90241281	Glutathione S-transferase A1 levels (GSTA1.12446.49.3)	GSTA1.12446.49.3	GSTA1	True
GCST90241282	Glutathione S-transferase A3 levels (GSTA3.4993.16.1)	GSTA3.4993.16.1	GSTA3	True
GCST90241283	Glutathione S-transferase A4 levels (GSTA4.14645.253.3)	GSTA4.14645.253.3	GSTA4	True
GCST90241284	Glutathione S-transferase kappa 1 levels (GSTK1.13474.40.3)	GSTK1.13474.40.3	GSTK1	True
GCST90241285	Glutathione S-transferase Mu 1 levels (GSTM1.7239.9.3)	GSTM1.7239.9.3	GSTM1	True
GCST90241286	Glutathione S-transferase omega-1 levels (GSTO1.12436.84.3)	GSTO1.12436.84.3	GSTO1	True
GCST90241287	Glutathione S-transferase P levels (GSTP1.4911.49.2)	GSTP1.4911.49.2	GSTP1	True
GCST90241288	Glutathione S-transferase P levels (GSTP1.13576.15.3)	GSTP1.13576.15.3	GSTP1	True
GCST90241289	Glutathione S-transferase theta-2B levels (GSTT2B.11273.176.3)	GSTT2B.11273.176.3	GSTT2B	True
GCST90241290	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific levels (GAPDHS.8004.15.3)	GAPDHS.8004.15.3	GAPDHS	True
GCST90241291	Glycerol-3-phosphate dehydrogenase 1-like protein levels (GPD1L.12420.10.3)	GPD1L.12420.10.3	GPD1L	True
GCST90241292	Glycerophosphocholine phosphodiesterase GPCPD1 levels (GPCPD1.12786.61.3)	GPCPD1.12786.61.3	GPCPD1	True
GCST90241293	Glycine N-methyltransferase levels (GNMT.14006.36.3)	GNMT.14006.36.3	GNMT	True
GCST90241294	Glycogen phosphorylase, liver form levels (PYGL.11441.11.3)	PYGL.11441.11.3	PYGL	True
GCST90241295	Glycolipid transfer protein levels (GLTP.12513.8.3)	GLTP.12513.8.3	GLTP	True
GCST90241296	Glycolipid transfer protein domain-containing protein 2 levels (GLTPD2.7948.129.3)	GLTPD2.7948.129.3	GLTPD2	True
GCST90241297	Glycophorin-A levels (GYPA.9389.12.3)	GYPA.9389.12.3	GYPA	True
GCST90241298	Glycoprotein endo-alpha-1,2-mannosidase levels (MANEA.8014.359.3)	MANEA.8014.359.3	MANEA	True
GCST90241299	Glycoprotein hormone alpha-2 levels (GPHA2.6395.58.3)	GPHA2.6395.58.3	GPHA2	True
GCST90241300	Glycoprotein hormones alpha chain levels (CGA.14056.4.3)	CGA.14056.4.3	CGA	True
GCST90241301	Glycoprotein hormones alpha chain levels (CGA.TSHB.3521.16.2)	CGA.TSHB.3521.16.2	CGA	True
GCST90241302	Glycoprotein Xg levels (XG.8044.90.3)	XG.8044.90.3	XG	True
GCST90241303	Glycosaminoglycan xylosylkinase levels (FAM20B.7198.197.3)	FAM20B.7198.197.3	FAM20B	True
GCST90241304	Glycosyltransferase 8 domain-containing protein 1 levels (GLT8D1.8955.60.3)	GLT8D1.8955.60.3	GLT8D1	True
GCST90241305	Glycosyltransferase-like protein LARGE1 levels (LARGE.7935.26.3)	LARGE.7935.26.3	LARGE	True
GCST90241306	Glycylpeptide N-tetradecanoyltransferase 1 levels (NMT1.5196.7.3)	NMT1.5196.7.3	NMT1	True
